COM;COD_Proposta;NomeProposta;TxTModalidade;Segmento;TipoContagem;ConsIni_GN;ConsFim_GN;ConsIni_ELE;ConsFim_ELE;Fornecimento;DuracaoContrato;Data ini;Data fim;FiltroContratacao;Filtrofaturacao;FiltroPagamento;FiltroAtendimento;FiltroFidelização;FiltroRenovavel;FiltroRestrições;FiltroPrecosIndex;FiltroServicosAdic;FiltroTarifaSocial;FiltroReembolsos;FiltroNovosClientes;CustoServicos_s/IVA (€/ano);CustoServicos_c/IVA (€/ano);ReembFixo (€/ano);ReembTF_ELE (%);ReembTW_ELE (%);ReembW_ELE (€/kWh);ReembTF_GN (%);ReembTW_GN (%);ReembW_GN (€/kWh);DescontNovoCliente_c/IVA (€/ano);Desc. TF_ELE (%) - Novo Cliente;Desc. TW_ELE (%) - Novo Cliente;Desc. W_ELE (€/kWh) - Novo Cliente;Desc. TF_GN (%) - Novo Cliente;Desc. TW_GN (%) - Novo Cliente;Desc. W_GN (€/kWh) - Novo Cliente;TxTOferta;TxTERSE;LinkCOM;LinkOfertaCom;LinkFichaPadrao;LinkCondicoesGerais;ContactoComercialTel;ContactoWEBouMAIL;Contrat_Elect;Contrat_Presen;Contrat_Telef;TxTContratação;TxTFatura;TxTPagamento;TxTAtendimento;TxTFaturacao;TxTFidelização;TxTRestricoesAdic;Detalhe restrições;DetalheOutrosDesc/benefi;TxTAtualizaPrecos;TxTServicoAdic;TxToutrosServicoAdic;TxTReembolsos
END;END_67;Tarifa Indexada Endesa Luz + Plano Amigo;;Tod;123;;;;;ELE;12;01/09/2025;;001;11;111;1111;N;N;S;S;N;S;S;N;;;14,76;0;0;0;0;0;0;0;0;0;0;0;0;0;Formula de cálculo fácil e transparente. Tarifa Indexada ao Preço do OMIE (para a luz) e MIBGás (para o gás).;Apresenta condições contratuais que condicionam a subscrição ao público em geral. Esta oferta está indexada ao Mercado Spot de eletricidade (OMIE), estando sujeita à volatilidade de preços do mercado grossista. Os preços de energia são calculados com base no preço médio dos produtos futuros para os próximos 12 meses (0,06617 €/kWh). O valor da fatura inclui um reembolso/desconto aplicável a todos os clientes. ;https://www.endesa.pt;https://www.endesa.pt/particulares/planos/luzegas/tarifa-indexada-luz-gas;https://www.endesa.pt/content/dam/endesa-pt/padrao/Tarifa-Indexada.pdf;https://endesa.pt/particulares/planos/luzegas;800101030;https://endesa.pt/particulares/contactos;;;800101030;Telefónica;Fatura eletrónica, Fatura em papel;Débito Direto, Multibanco, Numerário/Payshop/CTT;Por escrito, Presencial, Telefónico, Eletrónico;Mensal;;O cliente no momento da contratação terá de apresentar um Código Plano Amigo válido Para que a promoção seja aplicada ambos os contratos (angariador e angariado) terão de manter-se ativos em todo o momento;;Com o Plano Amigo, cada cliente que trouxer um amigo para a Endesa, poupam os dois 1€ de desconto na fatura de luz e de gás, para sempre. Apenas terá de lhes facilitar o seu código. Sem limite de amigos. Não deixes para amanhã os amigos que podes recomendar hoje! Para mais informações consulte: https://endesa.pt/particulares/hub-vantagens/plano-amigo.html;Atualização dos preços em função das alterações nas tarifas de acesso às redes aprovadas pela ERSE. Atualização dos preços em função das alterações nas tarifas de acesso às redes aprovadas pela ERSE. Indexado ao OMIE e MIBGás de acordo com a fórmula prevista na oferta comercial. Actualização dos custos de gestão (CG) e da margem de comercializadora includa no componente A, em função do IPC.    Fatura=(CG+TP)∗d+TE∗consumoCusto de gestão(CG)[€/dia]–custo fixo faturado por dia.Termo de Potência(TP)[€/dia]-Preço fixo faturado por dia, em função da potência contratada para a eletricidade.d-Dias do período de faturação.TE=[A+B]-Termo de Energia [€/ kWh]:A–Preço de tarifas de acesso, custo de serviço de sistemas estimados, perdas estimadas e margem do comercializador.B–Eletricidade:Preço horário do OMIE em Portugal para o período de faturação.Consumo[kWh]–Consumo no período de faturação.;;O cliente doméstico tem a opção de contratar o Serviço de Assistência OK Eletrodomésticos por 2,45€ (Iva incluido, preço promocional durante os 3 primeiros meses) e 4,91€ (Iva incluido, a partir do 4º mês). Contratação não obrigatória.;Com o Plano Amigo, tanto o novo cliente que venha recomentado por um cliente Endesa, como o cliente Endesa ganham ambos 1€/mes de desconto em fatura desde que ambos se mantenham na Endesa. Sem limite de amigos!. 
END;END_68;Quero+ Luz e Gás;;Tod;12;;;;;DUAL;12;26/06/2025;;111;01;011;1111;N;N;N;N;N;S;N;S;;;0;0;0;0;0;0;0;86,1;0;0;0;0;0;0;Desconto permanente de 5% sobre o total da fatura + Desconto promocional de 8% durante 1 ano, sobre o total da fatura luz e/ou gás + 10% durante os 3 primeiros meses.;O valor da fatura inclui um reembolso/desconto aplicável apenas a novos clientes. Esta oferta apresenta preços distintos durante a duração do contrato. O valor unitário de energia apresentado nesta oferta resulta de uma média ponderada dos preços ao longo da duração do contrato. ;https://www.endesa.pt;https://www.endesa.pt/particulares/planos/luzegas/quero-mais-luzegas-simples;https://www.endesa.pt/content/dam/endesa-pt/padrao/Tarifa-Quero-mais.pdf;https://endesa.pt/particulares/planos/luzegas;800101030;https://endesa.pt/particulares/contactos;https://endesa.pt/;https://endesa.pt/particulares/contactos;800101030;Eletrónica, Presencial, Telefónica;Fatura em papel;Multibanco, Numerário/Payshop/CTT;Por escrito, Presencial, Telefónico, Eletrónico;Mensal;;;;Com o Plano Amigo, cada cliente que trouxer um amigo para a Endesa, poupam os dois 1€ de desconto na fatura de luz e de gás, para sempre. Apenas terá de lhes facilitar o seu código. Sem limite de amigos. Não deixes para amanhã os amigos que podes recomendar hoje! Para mais informações consulte: https://endesa.pt/particulares/hub-vantagens/plano-amigo.html;Atualização dos preços em função das alterações nas tarifas de acesso às redes aprovadas pela ERSE. Função do IPC. 8% de desconto aplicável durante o primeiro ano de vigência do contrato de Luz e/ou Gás.   ;;O cliente doméstico tem a opção de contratar o Serviço de Assistência OK Eletrodomésticos por 2,45€ (Iva incluido, preço promocional durante os 3 primeiros meses) e 4,91€ (Iva incluido, a partir do 4º mês). Contratação não obrigatória.; Cada novo cliente beneficiará de um desconto de 40€+IVA na fatura de eletricidade e de 30€+IVA na fatura de gás, repartido pelas duas primeiras faturas.
END;END_60;Quero+ Luz e Gás;;Tod;12;;;;;DUAL;12;26/06/2025;;111;01;100;1111;N;N;N;N;N;S;N;S;;;0;0;0;0;0;0;0;86,1;0;0;0;0;0;0;Desconto permanente de 5% sobre o total da fatura + Desconto promocional de 8% durante 1 ano, sobre o total da fatura luz e/ou gás + Desconto de 1% sobre o total da fatura por contratar Débito Direto + 10% aplicável durante os 3 primeiros meses.;O valor da fatura inclui um reembolso/desconto aplicável apenas a novos clientes. Esta oferta apresenta preços distintos durante a duração do contrato. O valor unitário de energia apresentado nesta oferta resulta de uma média ponderada dos preços ao longo da duração do contrato. ;https://www.endesa.pt;https://www.endesa.pt/particulares/planos/luzegas/quero-mais-luzegas-simples;https://www.endesa.pt/content/dam/endesa-pt/padrao/Tarifa-Quero-mais.pdf;https://endesa.pt/particulares/planos/luzegas;800101030;https://endesa.pt/particulares/contactos;https://endesa.pt/;https://endesa.pt/particulares/contactos;800101030;Eletrónica, Presencial, Telefónica;Fatura em papel;Débito Direto;Por escrito, Presencial, Telefónico, Eletrónico;Mensal;;;;Com o Plano Amigo, cada cliente que trouxer um amigo para a Endesa, poupam os dois 1€ de desconto na fatura de luz e de gás, para sempre. Apenas terá de lhes facilitar o seu código. Sem limite de amigos. Não deixes para amanhã os amigos que podes recomendar hoje! Para mais informações consulte: https://endesa.pt/particulares/hub-vantagens/plano-amigo.html;Atualização dos preços em função das alterações nas tarifas de acesso às redes aprovadas pela ERSE. Função do IPC. 8% de desconto aplicável durante o primeiro ano de vigência do contrato de Luz e/ou Gás.   ;;O cliente doméstico tem a opção de contratar o Serviço de Assistência OK Eletrodomésticos por 2,45€ (Iva incluido, preço promocional durante os 3 primeiros meses) e 4,91€ (Iva incluido, a partir do 4º mês). Contratação não obrigatória.; Cada novo cliente beneficiará de um desconto de 40€+IVA na fatura de eletricidade e de 30€+IVA na fatura de gás, repartido pelas duas primeiras faturas.
END;END_52;Quero+ Luz e Gás;DD,FE;Tod;12;;;;;DUAL;12;26/06/2025;;111;10;100;1111;N;N;N;N;N;S;N;S;;;0;0;0;0;0;0;0;86,1;0;0;0;0;0;0;Desconto permanente de 5% sobre o total da fatura + Desconto promocional de 8% durante 1 ano, sobre o total da fatura luz e/ou gás + Desconto de 2% sobre o total da fatura por contratar Débito Direto e Fatura Digital + 10% aplicável durante os 3 primeiros meses.;O valor da fatura inclui um reembolso/desconto aplicável apenas a novos clientes. Esta oferta apresenta preços distintos durante a duração do contrato. O valor unitário de energia apresentado nesta oferta resulta de uma média ponderada dos preços ao longo da duração do contrato. ;https://www.endesa.pt;https://www.endesa.pt/particulares/planos/luzegas/quero-mais-luzegas-simples;https://www.endesa.pt/content/dam/endesa-pt/padrao/Tarifa-Quero-mais.pdf;https://endesa.pt/particulares/planos/luzegas;800101030;https://endesa.pt/particulares/contactos;https://endesa.pt/;https://endesa.pt/particulares/contactos;800101030;Eletrónica, Presencial, Telefónica;Fatura eletrónica;Débito Direto;Por escrito, Presencial, Telefónico, Eletrónico;Mensal;;;;Com o Plano Amigo, cada cliente que trouxer um amigo para a Endesa, poupam os dois 1€ de desconto na fatura de luz e de gás, para sempre. Apenas terá de lhes facilitar o seu código. Sem limite de amigos. Não deixes para amanhã os amigos que podes recomendar hoje! Para mais informações consulte: https://endesa.pt/particulares/hub-vantagens/plano-amigo.html;Atualização dos preços em função das alterações nas tarifas de acesso às redes aprovadas pela ERSE. Função do IPC. 8% de desconto aplicável durante o primeiro ano de vigência do contrato de Luz e/ou Gás.   ;;O cliente doméstico tem a opção de contratar o Serviço de Assistência OK Eletrodomésticos por 2,45€ (Iva incluido, preço promocional durante os 3 primeiros meses) e 4,91€ (Iva incluido, a partir do 4º mês). Contratação não obrigatória.; Cada novo cliente beneficiará de um desconto de 40€+IVA na fatura de eletricidade e de 30€+IVA na fatura de gás, repartido pelas duas primeiras faturas.
END;END_53;Quero+ Luz e Gás;SVA;Tod;12;;;;;DUAL;12;26/06/2025;;111;01;011;1111;N;N;N;N;S;S;N;S;58,9;72,45;0;0;0;0;0;0;0;86,1;0;0;0;0;0;0;Desconto permanente de 5% sobre o total da fatura + Desconto promocional de 8% durante 1 ano, sobre o total da fatura luz e/ou gás + 10% aplicável nos 3 primeiros meses + 2% de desconto sobre o total da fatura ao contratar o Serviço de Assistência OK Completo;Obriga à contratação de serviços adicionais. O valor da fatura inclui um reembolso/desconto aplicável apenas a novos clientes. Esta oferta apresenta preços distintos durante a duração do contrato. O valor unitário de energia apresentado nesta oferta resulta de uma média ponderada dos preços ao longo da duração do contrato. ;https://www.endesa.pt;https://www.endesa.pt/particulares/planos/luzegas/quero-mais-luzegas-simples;https://www.endesa.pt/content/dam/endesa-pt/padrao/Tarifa-Quero-mais.pdf;https://endesa.pt/particulares/planos/luzegas;800101030;https://endesa.pt/particulares/contactos;https://endesa.pt/;https://endesa.pt/particulares/contactos;800101030;Eletrónica, Presencial, Telefónica;Fatura em papel;Multibanco, Numerário/Payshop/CTT;Por escrito, Presencial, Telefónico, Eletrónico;Mensal;;;;Com o Plano Amigo, cada cliente que trouxer um amigo para a Endesa, poupam os dois 1€ de desconto na fatura de luz e de gás, para sempre. Apenas terá de lhes facilitar o seu código. Sem limite de amigos. Não deixes para amanhã os amigos que podes recomendar hoje! Para mais informações consulte: https://endesa.pt/particulares/hub-vantagens/plano-amigo.html;Atualização dos preços em função das alterações nas tarifas de acesso às redes aprovadas pela ERSE. Função do IPC. 8% de desconto aplicável durante o primeiro ano de vigência do contrato de Luz e/ou Gás.   ;Serviço de Assistência OK Completo por 3,44€ (Iva incluido, preço promocional durante os 3 primeiros meses) e 6,90€ (Iva incluido, a partir do 4º mês).Reparação de Eletrodomésticos e aparelhos a gás, Resposta em 24 horas e Cobertura de todas as marcas.;; Cada novo cliente beneficiará de um desconto de 40€+IVA na fatura de eletricidade e de 30€+IVA na fatura de gás, repartido pelas duas primeiras faturas.
END;END_51;Quero+ Luz e Gás;SVA;Tod;12;;;;;DUAL;12;26/06/2025;;111;01;011;1111;N;N;N;N;S;S;N;S;41,91;51,56;0;0;0;0;0;0;0;86,1;0;0;0;0;0;0;Desconto permanente de 5% sobre o total da fatura + Desconto promocional de 8% durante 1 ano, sobre o total da fatura luz e/ou gás + 10% aplicável durante os 3 primeiros meses + 2% de desconto sobre o total da fatura ao contratar o Serviço de Assistência OK Eletrodomésticos;Obriga à contratação de serviços adicionais. O valor da fatura inclui um reembolso/desconto aplicável apenas a novos clientes. Esta oferta apresenta preços distintos durante a duração do contrato. O valor unitário de energia apresentado nesta oferta resulta de uma média ponderada dos preços ao longo da duração do contrato. ;https://www.endesa.pt;https://www.endesa.pt/particulares/planos/luzegas/quero-mais-luzegas-simples;https://www.endesa.pt/content/dam/endesa-pt/padrao/Tarifa-Quero-mais.pdf;https://endesa.pt/particulares/planos/luzegas;800101030;https://endesa.pt/particulares/contactos;https://endesa.pt/;https://endesa.pt/particulares/contactos;800101030;Eletrónica, Presencial, Telefónica;Fatura em papel;Multibanco, Numerário/Payshop/CTT;Por escrito, Presencial, Telefónico, Eletrónico;Mensal;;;;Com o Plano Amigo, cada cliente que trouxer um amigo para a Endesa, poupam os dois 1€ de desconto na fatura de luz e de gás, para sempre. Apenas terá de lhes facilitar o seu código. Sem limite de amigos. Não deixes para amanhã os amigos que podes recomendar hoje! Para mais informações consulte: https://endesa.pt/particulares/hub-vantagens/plano-amigo.html;Atualização dos preços em função das alterações nas tarifas de acesso às redes aprovadas pela ERSE. Função do IPC. 8% de desconto aplicável durante o primeiro ano de vigência do contrato de Luz e/ou Gás.   ;Serviço de Assistência OK Eletrodomésticos por 2,45€ (Iva incluido, preço promocional durante os 3 primeiros meses) e 4,91€ (Iva incluido, a partir do 4º mês).Reparação de Eletrodomésticos, Deslocação gratuita e Garantia de seis meses.;; Cada novo cliente beneficiará de um desconto de 40€+IVA na fatura de eletricidade e de 30€+IVA na fatura de gás, repartido pelas duas primeiras faturas.
END;END_49;Quero+ Luz e Gás;DD + SVA;Tod;12;;;;;DUAL;12;26/06/2025;;111;01;100;1111;N;N;N;N;S;S;N;S;58,9;72,45;0;0;0;0;0;0;0;86,1;0;0;0;0;0;0;Desconto permanente de 5% sobre o total da fatura + Desconto promocional de 8% durante 1 ano, sobre o total da fatura luz e/ou gás + Desconto de 1% sobre o total da fatura por contratar Débito Direto + 10% aplicável durante os 3 primeiros meses + 2% de desconto sobre o total da fatura por contratar o OK Completo.;Obriga à contratação de serviços adicionais. O valor da fatura inclui um reembolso/desconto aplicável apenas a novos clientes. Esta oferta apresenta preços distintos durante a duração do contrato. O valor unitário de energia apresentado nesta oferta resulta de uma média ponderada dos preços ao longo da duração do contrato. ;https://www.endesa.pt;https://www.endesa.pt/particulares/planos/luzegas/quero-mais-luzegas-simples;https://www.endesa.pt/content/dam/endesa-pt/padrao/Tarifa-Quero-mais.pdf;https://endesa.pt/particulares/planos/luzegas;800101030;https://endesa.pt/particulares/contactos;https://endesa.pt/;https://endesa.pt/particulares/contactos;800101030;Eletrónica, Presencial, Telefónica;Fatura em papel;Débito Direto;Por escrito, Presencial, Telefónico, Eletrónico;Mensal;;;;Com o Plano Amigo, cada cliente que trouxer um amigo para a Endesa, poupam os dois 1€ de desconto na fatura de luz e de gás, para sempre. Apenas terá de lhes facilitar o seu código. Sem limite de amigos. Não deixes para amanhã os amigos que podes recomendar hoje! Para mais informações consulte: https://endesa.pt/particulares/hub-vantagens/plano-amigo.html;Atualização dos preços em função das alterações nas tarifas de acesso às redes aprovadas pela ERSE. Função do IPC. 8% de desconto aplicável durante o primeiro ano de vigência do contrato de Luz e/ou Gás.   ;Serviço de Assistência OK Completo por 3,44€ (Iva incluido, preço promocional durante os 3 primeiros meses) e 6,90€ (Iva incluido, a partir do 4º mês).Reparação de Eletrodomésticos e aparelhos a gás, Resposta em 24 horas e Cobertura de todas as marcas.;; Cada novo cliente beneficiará de um desconto de 40€+IVA na fatura de eletricidade e de 30€+IVA na fatura de gás, repartido pelas duas primeiras faturas.
END;END_50;Quero+ Luz e Gás;DD + SVA;Tod;12;;;;;DUAL;12;26/06/2025;;111;01;100;1111;N;N;N;N;S;S;N;S;41,91;51,56;0;0;0;0;0;0;0;86,1;0;0;0;0;0;0;Desconto permanente de 5% sobre o total da fatura + Desconto promocional de 8% durante 1 ano, sobre o total da fatura luz e/ou gás + Desconto de 1% sobre o total da fatura por contratar Débito Direto + 10% aplicável durante os 3 primeiros meses + 2% de desconto sobre o total da fatura por contratar o OK Eletrodomésticos.;Obriga à contratação de serviços adicionais. O valor da fatura inclui um reembolso/desconto aplicável apenas a novos clientes. Esta oferta apresenta preços distintos durante a duração do contrato. O valor unitário de energia apresentado nesta oferta resulta de uma média ponderada dos preços ao longo da duração do contrato. ;https://www.endesa.pt;https://www.endesa.pt/particulares/planos/luzegas/quero-mais-luzegas-simples;https://www.endesa.pt/content/dam/endesa-pt/padrao/Tarifa-Quero-mais.pdf;https://endesa.pt/particulares/planos/luzegas;800101030;https://endesa.pt/particulares/contactos;https://endesa.pt/;https://endesa.pt/particulares/contactos;800101030;Eletrónica, Presencial, Telefónica;Fatura em papel;Débito Direto;Por escrito, Presencial, Telefónico, Eletrónico;Mensal;;;;Com o Plano Amigo, cada cliente que trouxer um amigo para a Endesa, poupam os dois 1€ de desconto na fatura de luz e de gás, para sempre. Apenas terá de lhes facilitar o seu código. Sem limite de amigos. Não deixes para amanhã os amigos que podes recomendar hoje! Para mais informações consulte: https://endesa.pt/particulares/hub-vantagens/plano-amigo.html;Atualização dos preços em função das alterações nas tarifas de acesso às redes aprovadas pela ERSE. Função do IPC. 8% de desconto aplicável durante o primeiro ano de vigência do contrato de Luz e/ou Gás.   ;Serviço de Assistência OK Eletrodomésticos por 2,45€ (Iva incluido, preço promocional durante os 3 primeiros meses) e 4,91€ (Iva incluido, a partir do 4º mês).Reparação de Eletrodomésticos, Deslocação gratuita e Garantia de seis meses.;; Cada novo cliente beneficiará de um desconto de 40€+IVA na fatura de eletricidade e de 30€+IVA na fatura de gás, repartido pelas duas primeiras faturas.
END;END_54;Quero+ Luz e Gás;FD + SVA;Tod;12;;;;;DUAL;12;26/06/2025;;111;10;011;1111;N;N;N;N;S;S;N;S;58,9;72,45;0;0;0;0;0;0;0;86,1;0;0;0;0;0;0;Desconto permanente de 5% sobre o total da fatura + Desconto promocional de 8% durante 1 ano, sobre o total da fatura luz e/ou gás + Desconto de 1% sobre o total da fatura por contratar Fatura Digital + 10% aplicável durante os 3 primeiros meses + 2% de desconto sobre o total da fatura por contratar o OK Eletrodomésticos.;Obriga à contratação de serviços adicionais. O valor da fatura inclui um reembolso/desconto aplicável apenas a novos clientes. Esta oferta apresenta preços distintos durante a duração do contrato. O valor unitário de energia apresentado nesta oferta resulta de uma média ponderada dos preços ao longo da duração do contrato. ;https://www.endesa.pt;https://www.endesa.pt/particulares/planos/luzegas/quero-mais-luzegas-simples;https://www.endesa.pt/content/dam/endesa-pt/padrao/Tarifa-Quero-mais.pdf;https://endesa.pt/particulares/planos/luzegas;800101030;https://endesa.pt/particulares/contactos;https://endesa.pt/;https://endesa.pt/particulares/contactos;800101030;Eletrónica, Presencial, Telefónica;Fatura eletrónica;Multibanco, Numerário/Payshop/CTT;Por escrito, Presencial, Telefónico, Eletrónico;Mensal;;;;Com o Plano Amigo, cada cliente que trouxer um amigo para a Endesa, poupam os dois 1€ de desconto na fatura de luz e de gás, para sempre. Apenas terá de lhes facilitar o seu código. Sem limite de amigos. Não deixes para amanhã os amigos que podes recomendar hoje! Para mais informações consulte: https://endesa.pt/particulares/hub-vantagens/plano-amigo.html;Atualização dos preços em função das alterações nas tarifas de acesso às redes aprovadas pela ERSE. Função do IPC. 8% de desconto aplicável durante o primeiro ano de vigência do contrato de Luz e/ou Gás.   ;Serviço de Assistência OK Completo por 3,44€ (Iva incluido, preço promocional durante os 3 primeiros meses) e 6,90€ (Iva incluido, a partir do 4º mês).Reparação de Eletrodomésticos e aparelhos a gás, Resposta em 24 horas e Cobertura de todas as marcas.;; Cada novo cliente beneficiará de um desconto de 40€+IVA na fatura de eletricidade e de 30€+IVA na fatura de gás, repartido pelas duas primeiras faturas.
END;END_58;Quero+ Luz e Gás;FD + SVA;Tod;12;;;;;DUAL;12;26/06/2025;;111;10;011;1111;N;N;N;N;S;S;N;S;41,91;51,56;0;0;0;0;0;0;0;86,1;0;0;0;0;0;0;Desconto permanente de 5% sobre o total da fatura + Desconto promocional de 8% durante 1 ano, sobre o total da fatura luz e/ou gás + Desconto de 1% sobre o total da fatura por contratar Fatura Digital + 10% aplicável durante os 3 primeiros meses + 2% de desconto sobre o total da fatura por contratar o OK Eletrodomésticos.;Obriga à contratação de serviços adicionais. O valor da fatura inclui um reembolso/desconto aplicável apenas a novos clientes. Esta oferta apresenta preços distintos durante a duração do contrato. O valor unitário de energia apresentado nesta oferta resulta de uma média ponderada dos preços ao longo da duração do contrato. ;https://www.endesa.pt;https://www.endesa.pt/particulares/planos/luzegas/quero-mais-luzegas-simples;https://www.endesa.pt/content/dam/endesa-pt/padrao/Tarifa-Quero-mais.pdf;https://endesa.pt/particulares/planos/luzegas;800101030;https://endesa.pt/particulares/contactos;https://endesa.pt/;https://endesa.pt/particulares/contactos;800101030;Eletrónica, Presencial, Telefónica;Fatura eletrónica;Multibanco, Numerário/Payshop/CTT;Por escrito, Presencial, Telefónico, Eletrónico;Mensal;;;;Com o Plano Amigo, cada cliente que trouxer um amigo para a Endesa, poupam os dois 1€ de desconto na fatura de luz e de gás, para sempre. Apenas terá de lhes facilitar o seu código. Sem limite de amigos. Não deixes para amanhã os amigos que podes recomendar hoje! Para mais informações consulte: https://endesa.pt/particulares/hub-vantagens/plano-amigo.html;Atualização dos preços em função das alterações nas tarifas de acesso às redes aprovadas pela ERSE. Função do IPC. 8% de desconto aplicável durante o primeiro ano de vigência do contrato de Luz e/ou Gás.   ;Serviço de Assistência OK Eletrodomésticos por 2,45€ (Iva incluido, preço promocional durante os 3 primeiros meses) e 4,91€ (Iva incluido, a partir do 4º mês).Reparação de Eletrodomésticos, Deslocação gratuita e Garantia de seis meses.;; Cada novo cliente beneficiará de um desconto de 40€+IVA na fatura de eletricidade e de 30€+IVA na fatura de gás, repartido pelas duas primeiras faturas.
END;END_59;Quero+ Luz e Gás;DD+FE+SVA;Tod;12;;;;;DUAL;12;26/06/2025;;111;10;100;1111;N;N;N;N;S;S;N;S;58,9;72,45;0;0;0;0;0;0;0;86,1;0;0;0;0;0;0;Desconto permanente de 5% sobre o total da fatura + Desconto promocional de 8% durante 1 ano, sobre o total da fatura luz e/ou gás + Desconto de 2% sobre o total da fatura por contratar Débito Direto e Fatura Digital + 10% aplicável durante os 3 primeiros meses + 2% de desconto sobre o total da fatura por contratar o OK Eletrodomésticos.;Obriga à contratação de serviços adicionais. O valor da fatura inclui um reembolso/desconto aplicável apenas a novos clientes. Esta oferta apresenta preços distintos durante a duração do contrato. O valor unitário de energia apresentado nesta oferta resulta de uma média ponderada dos preços ao longo da duração do contrato. ;https://www.endesa.pt;https://www.endesa.pt/particulares/planos/luzegas/quero-mais-luzegas-simples;https://www.endesa.pt/content/dam/endesa-pt/padrao/Tarifa-Quero-mais.pdf;https://endesa.pt/particulares/planos/luzegas;800101030;https://endesa.pt/particulares/contactos;https://endesa.pt/;https://endesa.pt/particulares/contactos;800101030;Eletrónica, Presencial, Telefónica;Fatura eletrónica;Débito Direto;Por escrito, Presencial, Telefónico, Eletrónico;Mensal;;;;Com o Plano Amigo, cada cliente que trouxer um amigo para a Endesa, poupam os dois 1€ de desconto na fatura de luz e de gás, para sempre. Apenas terá de lhes facilitar o seu código. Sem limite de amigos. Não deixes para amanhã os amigos que podes recomendar hoje! Para mais informações consulte: https://endesa.pt/particulares/hub-vantagens/plano-amigo.html;Atualização dos preços em função das alterações nas tarifas de acesso às redes aprovadas pela ERSE. Função do IPC. 8% de desconto aplicável durante o primeiro ano de vigência do contrato de Luz e/ou Gás.   ;Serviço de Assistência OK Completo por 3,44€ (Iva incluido, preço promocional durante os 3 primeiros meses) e 6,90€ (Iva incluido, a partir do 4º mês).Reparação de Eletrodomésticos e aparelhos a gás, Resposta em 24 horas e Cobertura de todas as marcas.;; Cada novo cliente beneficiará de um desconto de 40€+IVA na fatura de eletricidade e de 30€+IVA na fatura de gás, repartido pelas duas primeiras faturas.
END;END_57;Quero+ Luz e Gás;DD+FE+SVA;Tod;12;;;;;DUAL;12;26/06/2025;;111;10;100;1111;N;N;N;N;S;S;N;S;41,91;51,56;0;0;0;0;0;0;0;86,1;0;0;0;0;0;0;Desconto permanente de 5% sobre o total da fatura + Desconto promocional de 8% durante 1 ano, sobre o total da fatura luz e/ou gás + Desconto de 2% sobre o total da fatura por contratar Débito Direto e Fatura Digital + 10% aplicável durante os 3 primeiros meses + 2% de desconto sobre o total da fatura por contratar o OK Eletrodomésticos.;Obriga à contratação de serviços adicionais. O valor da fatura inclui um reembolso/desconto aplicável apenas a novos clientes. Esta oferta apresenta preços distintos durante a duração do contrato. O valor unitário de energia apresentado nesta oferta resulta de uma média ponderada dos preços ao longo da duração do contrato. ;https://www.endesa.pt;https://www.endesa.pt/particulares/planos/luzegas/quero-mais-luzegas-simples;https://www.endesa.pt/content/dam/endesa-pt/padrao/Tarifa-Quero-mais.pdf;https://endesa.pt/particulares/planos/luzegas;800101030;https://endesa.pt/particulares/contactos;https://endesa.pt/;https://endesa.pt/particulares/contactos;800101030;Eletrónica, Presencial, Telefónica;Fatura eletrónica;Débito Direto;Por escrito, Presencial, Telefónico, Eletrónico;Mensal;;;;Com o Plano Amigo, cada cliente que trouxer um amigo para a Endesa, poupam os dois 1€ de desconto na fatura de luz e de gás, para sempre. Apenas terá de lhes facilitar o seu código. Sem limite de amigos. Não deixes para amanhã os amigos que podes recomendar hoje! Para mais informações consulte: https://endesa.pt/particulares/hub-vantagens/plano-amigo.html;Atualização dos preços em função das alterações nas tarifas de acesso às redes aprovadas pela ERSE. Função do IPC. 8% de desconto aplicável durante o primeiro ano de vigência do contrato de Luz e/ou Gás.   ;Serviço de Assistência OK Eletrodomésticos por 2,45€ (Iva incluido, preço promocional durante os 3 primeiros meses) e 4,91€ (Iva incluido, a partir do 4º mês).Reparação de Eletrodomésticos, Deslocação gratuita e Garantia de seis meses.;; Cada novo cliente beneficiará de um desconto de 40€+IVA na fatura de eletricidade e de 30€+IVA na fatura de gás, repartido pelas duas primeiras faturas.
